"id","pinpai","chexing","car_url","licheng","shangpai","pailiang","biansu","baojia","yuanjia"
1791,"rongwei","三厢轿车","https://www.guazi.com/sh/cbfeed89a3caf546x.htm#fr_page=list&fr_pos=city&fr_no=37",15.73,"2011-01",1.8,"自动",3,15.1
1792,"rongwei","三厢轿车","https://www.guazi.com/sh/c20aa63e864b1a17x.htm#fr_page=list&fr_pos=city&fr_no=38",13.51,"2010-01",1.8,"手动",2,15.1
1793,"rongwei","三厢轿车","https://www.guazi.com/sh/7c906f59d03ec807x.htm#fr_page=list&fr_pos=city&fr_no=39",17.64,"2010-03",1.8,"自动",2.6,16.4
1794,"rongwei","三厢轿车","https://www.guazi.com/sh/7b471bea4310e722x.htm#fr_page=list&fr_pos=city&fr_no=0",3.14,"2013-12",3,"自动",8.53,8.83
1795,"rongwei","三厢轿车","https://www.guazi.com/sh/9c900b7098127374x.htm#fr_page=list&fr_pos=city&fr_no=1",5.06,"2015-03",1.5,"自动",7.8,28.2
1796,"rongwei","三厢轿车","https://www.guazi.com/sh/74114ccd0c554bbdx.htm#fr_page=list&fr_pos=city&fr_no=2",2.45,"2015-02",1.5,"自动",8,28.2
1797,"rongwei","三厢轿车","https://www.guazi.com/sh/8d75c0eb8c738e7dx.htm#fr_page=list&fr_pos=city&fr_no=3",6.8,"2013-05",1.8,"自动",3.5,15.2
1798,"rongwei","三厢轿车","https://www.guazi.com/sh/598ba66b92540fcdx.htm#fr_page=list&fr_pos=city&fr_no=4",6.2,"2014-01",1.8,"自动",4.27,13
1799,"rongwei","三厢轿车","https://www.guazi.com/sh/af12c02866afba22x.htm#fr_page=list&fr_pos=city&fr_no=5",1.22,"2018-03",1,"自动",13.38,21.9
1800,"rongwei","三厢轿车","https://www.guazi.com/sh/08242ab51b8c6ef4x.htm#fr_page=list&fr_pos=city&fr_no=6",8.48,"2014-01",1.8,"自动",4.75,14.8
1801,"rongwei","三厢轿车","https://www.guazi.com/sh/387f9055d7fc55a2x.htm#fr_page=list&fr_pos=city&fr_no=7",4.99,"2016-04",1.5,"自动",4.5,9.8
1802,"rongwei","三厢轿车","https://www.guazi.com/sh/a9b0d38b667ca791x.htm#fr_page=list&fr_pos=city&fr_no=8",2.49,"2016-05",1.5,"手动",3.8,8.5
1803,"rongwei","三厢轿车","https://www.guazi.com/sh/40f61b6cd2386d94x.htm#fr_page=list&fr_pos=city&fr_no=9",8.51,"2011-02",1.8,"手动",2.35,13.8
1804,"audi","三厢轿车","https://www.guazi.com/sh/04334ce120fd3e19x.htm#fr_page=list&fr_pos=city&fr_no=0",12.11,"2014-01",2.5,"自动",20,51.3
1805,"audi","三厢轿车","https://www.guazi.com/sh/9a7561ad465bbd35x.htm#fr_page=list&fr_pos=city&fr_no=1",0.07,"2018-11",1.8,"自动",33,43.7
1806,"audi","三厢轿车","https://www.guazi.com/sh/90bbbe627e1f85fdx.htm#fr_page=list&fr_pos=city&fr_no=2",16.56,"2007-12",2.4,"自动",6.5,50.9
1807,"audi","三厢轿车","https://www.guazi.com/sh/71358c82450d662dx.htm#fr_page=list&fr_pos=city&fr_no=3",12.43,"2008-06",3.2,"自动",12,112.9
1808,"audi","三厢轿车","https://www.guazi.com/sh/4913607abc137823x.htm#fr_page=list&fr_pos=city&fr_no=4",3.97,"2017-01",1.8,"自动",26,45.1
1809,"audi","三厢轿车","https://www.guazi.com/sh/c5cd5cd0e34e942ax.htm#fr_page=list&fr_pos=city&fr_no=5",11.25,"2012-09",2.4,"自动",13.3,13.87
1810,"audi","三厢轿车","https://www.guazi.com/sh/28725daf8bc2b33ex.htm#fr_page=list&fr_pos=city&fr_no=6",3.69,"2014-11",2,"自动",25.09,48.5
1811,"audi","三厢轿车","https://www.guazi.com/sh/1af3602756c8ff65x.htm#fr_page=list&fr_pos=city&fr_no=7",4.34,"2014-09",2,"自动",16,36.1
1812,"audi","三厢轿车","https://www.guazi.com/sh/54a54901089637b9x.htm#fr_page=list&fr_pos=city&fr_no=8",10.75,"2012-07",3,"自动",34,108.7
1813,"audi","三厢轿车","https://www.guazi.com/sh/c150f5a66e0172f8x.htm#fr_page=list&fr_pos=city&fr_no=9",0.68,"2018-01",1.8,"自动",31.35,43.7
1814,"audi","三厢轿车","https://www.guazi.com/sh/f25e921be56bb74fx.htm#fr_page=list&fr_pos=city&fr_no=10",9.65,"2012-08",2,"自动",14.02,42.3
1815,"audi","三厢轿车","https://www.guazi.com/sh/156b9db80d95164ax.htm#fr_page=list&fr_pos=city&fr_no=11",4.36,"2016-03",2,"自动",19,38.3
1816,"audi","三厢轿车","https://www.guazi.com/sh/79d29fbcf8ce88f4x.htm#fr_page=list&fr_pos=city&fr_no=12",4.24,"2014-09",2.5,"自动",25.6,55
1817,"audi","三厢轿车","https://www.guazi.com/sh/8c5bffe4b2aea5aex.htm#fr_page=list&fr_pos=city&fr_no=13",9.37,"2012-02",2,"自动",11.01,35.8
1818,"audi","三厢轿车","https://www.guazi.com/sh/f5709cdedae34a72x.htm#fr_page=list&fr_pos=city&fr_no=14",13.51,"2012-08",2,"自动",12,42.3
1819,"audi","三厢轿车","https://www.guazi.com/sh/8ea6e82c0ec37ed2x.htm#fr_page=list&fr_pos=city&fr_no=15",0.44,"2017-12",1.4,"自动",14.99,21.3
1820,"audi","三厢轿车","https://www.guazi.com/sh/66d24bebfb0a7154x.htm#fr_page=list&fr_pos=city&fr_no=16",4.71,"2016-12",2,"自动",21.48,39.4
1821,"audi","三厢轿车","https://www.guazi.com/sh/ee6048cfee9959edx.htm#fr_page=list&fr_pos=city&fr_no=17",0.1,"2018-03",2,"自动",26,33.3
1822,"audi","三厢轿车","https://www.guazi.com/sh/cb85fbb07c01a097x.htm#fr_page=list&fr_pos=city&fr_no=18",4.34,"2017-01",3,"自动",32,57
1823,"audi","三厢轿车","https://www.guazi.com/sh/9a389830e4f5b8c8x.htm#fr_page=list&fr_pos=city&fr_no=19",1.75,"2017-11",2,"自动",18.58,27.7
1824,"audi","三厢轿车","https://www.guazi.com/sh/dd821878a75504ebx.htm#fr_page=list&fr_pos=city&fr_no=20",10.93,"2010-09",2,"自动",9.8,35.8
1825,"audi","三厢轿车","https://www.guazi.com/sh/0cbf036a5f6d03a4x.htm#fr_page=list&fr_pos=city&fr_no=21",2.2,"2016-12",3,"自动",59.6,110.9
1826,"audi","三厢轿车","https://www.guazi.com/sh/4508f4736c60c456x.htm#fr_page=list&fr_pos=city&fr_no=22",10.47,"2012-09",2,"自动",19.06,44.5
1827,"audi","三厢轿车","https://www.guazi.com/sh/e347e3298e0ff806x.htm#fr_page=list&fr_pos=city&fr_no=23",6.63,"2012-08",3,"自动",43.8,148.2
1828,"audi","三厢轿车","https://www.guazi.com/sh/b37b40fd968c1b15x.htm#fr_page=list&fr_pos=city&fr_no=24",0.59,"2018-08",2.5,"自动",36.5,50.3
1829,"audi","三厢轿车","https://www.guazi.com/sh/2e3171c7c34ecf7dx.htm#fr_page=list&fr_pos=city&fr_no=25",3.5,"2016-04",2,"自动",26.19,43.2
1830,"audi","三厢轿车","https://www.guazi.com/sh/bab571dcd0b03bdfx.htm#fr_page=list&fr_pos=city&fr_no=26",4.97,"2013-11",2,"自动",15,33.6
1831,"audi","三厢轿车","https://www.guazi.com/sh/9170a036d839b1c6x.htm#fr_page=list&fr_pos=city&fr_no=27",4.23,"2016-03",1.4,"自动",13.5,25.4
1832,"audi","三厢轿车","https://www.guazi.com/sh/382d8f3cb2cc7c9bx.htm#fr_page=list&fr_pos=city&fr_no=28",5.73,"2016-01",3,"自动",65,132.6
1833,"audi","三厢轿车","https://www.guazi.com/sh/4e17643ebcd383bfx.htm#fr_page=list&fr_pos=city&fr_no=29",15.15,"2014-12",2,"自动",18.5,44.5
1834,"audi","三厢轿车","https://www.guazi.com/sh/f55fedfd15d7eecax.htm#fr_page=list&fr_pos=city&fr_no=30",2.22,"2017-12",2,"自动",25.8,39.8
1835,"audi","三厢轿车","https://www.guazi.com/sh/cbeeb81fddbe3523x.htm#fr_page=list&fr_pos=city&fr_no=31",9.49,"2014-04",2,"自动",15.11,33.6
1836,"audi","三厢轿车","https://www.guazi.com/sh/432ec9b31965f8bcx.htm#fr_page=list&fr_pos=city&fr_no=32",1.1,"2016-07",2,"自动",19.35,34
1837,"audi","三厢轿车","https://www.guazi.com/sh/8ce87eec6d21ae0fx.htm#fr_page=list&fr_pos=city&fr_no=33",4.45,"2014-11",1.8,"自动",12.5,30.4
1838,"audi","三厢轿车","https://www.guazi.com/sh/0882218cbfd297dcx.htm#fr_page=list&fr_pos=city&fr_no=34",4.79,"2014-07",2,"自动",16.8,35.8
1839,"audi","三厢轿车","https://www.guazi.com/sh/4e8abb7669eb885ex.htm#fr_page=list&fr_pos=city&fr_no=35",3.64,"2017-07",2,"自动",25,44.4
1840,"audi","三厢轿车","https://www.guazi.com/sh/6c071b41a02a2e26x.htm#fr_page=list&fr_pos=city&fr_no=36",6.8,"2015-01",2,"自动",22.5,44.5
1841,"audi","三厢轿车","https://www.guazi.com/sh/18c756cda7c50462x.htm#fr_page=list&fr_pos=city&fr_no=37",9.93,"2011-12",2,"手动",10,40.4
1842,"audi","三厢轿车","https://www.guazi.com/sh/051bbb2d5f80815ex.htm#fr_page=list&fr_pos=city&fr_no=38",6.84,"2012-06",2,"自动",15.2,42.3
1843,"audi","三厢轿车","https://www.guazi.com/sh/5430ade1da5a4be6x.htm#fr_page=list&fr_pos=city&fr_no=39",3.04,"2016-09",1.8,"自动",25.88,45.1
1844,"audi","三厢轿车","https://www.guazi.com/sh/d61bbe7ef679eaeax.htm#fr_page=list&fr_pos=city&fr_no=0",10.31,"2014-04",3,"自动",35.15,101.1
1845,"audi","三厢轿车","https://www.guazi.com/sh/72d887d81b9efbb8x.htm#fr_page=list&fr_pos=city&fr_no=1",8.4,"2014-04",2,"自动",20.28,48.5
1846,"audi","三厢轿车","https://www.guazi.com/sh/7c7b71a9eb641433x.htm#fr_page=list&fr_pos=city&fr_no=2",9.33,"2012-05",2,"自动",13,33.6
1847,"audi","三厢轿车","https://www.guazi.com/sh/a81f02ae9d1487f8x.htm#fr_page=list&fr_pos=city&fr_no=3",6.05,"2013-12",2,"自动",15,33.6
1848,"audi","三厢轿车","https://www.guazi.com/sh/29e16f46783d47b4x.htm#fr_page=list&fr_pos=city&fr_no=4",11.93,"2012-10",3,"自动",36.1,108.7
1849,"audi","三厢轿车","https://www.guazi.com/sh/be8c9ac5bb0400a2x.htm#fr_page=list&fr_pos=city&fr_no=5",8.59,"2012-09",2.5,"自动",20,51.3
1850,"audi","三厢轿车","https://www.guazi.com/sh/447067389389608dx.htm#fr_page=list&fr_pos=city&fr_no=6",13.63,"2010-02",3,"自动",13.5,75.5
1851,"audi","三厢轿车","https://www.guazi.com/sh/ffda6af593108605x.htm#fr_page=list&fr_pos=city&fr_no=7",6.91,"2015-09",2,"自动",17.11,36.1
1852,"audi","三厢轿车","https://www.guazi.com/sh/719d0b4d6633d0d4x.htm#fr_page=list&fr_pos=city&fr_no=8",9.31,"2016-02",2,"自动",18,34
1853,"audi","三厢轿车","https://www.guazi.com/sh/3ffc699d6f3fdf51x.htm#fr_page=list&fr_pos=city&fr_no=9",11.45,"2009-01",1.8,"自动",6.2,31.9
1854,"ford","三厢轿车","https://www.guazi.com/sh/ed75b8432eabebd5x.htm#fr_page=list&fr_pos=city&fr_no=0",1.45,"2018-09",2,"自动",16.67,22.3
1855,"ford","三厢轿车","https://www.guazi.com/sh/c28ecd35431267dax.htm#fr_page=list&fr_pos=city&fr_no=1",3.54,"2016-01",1.5,"手动",4.2,11.7
1856,"ford","三厢轿车","https://www.guazi.com/sh/988fd3e131ec5c33x.htm#fr_page=list&fr_pos=city&fr_no=2",3.1,"2016-10",2,"自动",11,22
1857,"ford","三厢轿车","https://www.guazi.com/sh/fb1e3cda03079f9bx.htm#fr_page=list&fr_pos=city&fr_no=3",7.73,"2015-08",2,"自动",13,26.4
1858,"ford","三厢轿车","https://www.guazi.com/sh/efe4f348c056eca8x.htm#fr_page=list&fr_pos=city&fr_no=4",9.72,"2014-12",2,"自动",9.5,22
1859,"ford","三厢轿车","https://www.guazi.com/sh/ca76d90a8b0e582bx.htm#fr_page=list&fr_pos=city&fr_no=5",5.96,"2013-10",2,"自动",11,26.4
1860,"ford","三厢轿车","https://www.guazi.com/sh/39ff896545b73eeex.htm#fr_page=list&fr_pos=city&fr_no=6",8.65,"2014-02",1.5,"自动",10.92,20.6
1861,"ford","三厢轿车","https://www.guazi.com/sh/10abfa817f2ea9b0x.htm#fr_page=list&fr_pos=city&fr_no=7",5.44,"2014-03",1.6,"手动",4.9,13
1862,"ford","三厢轿车","https://www.guazi.com/sh/9cc723631f3a2050x.htm#fr_page=list&fr_pos=city&fr_no=8",4.55,"2014-01",2,"自动",11,24.2
1863,"ford","三厢轿车","https://www.guazi.com/sh/be31c18b5b493eacx.htm#fr_page=list&fr_pos=city&fr_no=9",4.54,"2016-06",1.5,"自动",10,20.6
1864,"ford","三厢轿车","https://www.guazi.com/sh/5ba07053554aa295x.htm#fr_page=list&fr_pos=city&fr_no=10",10.51,"2014-07",2,"自动",9,24.2
1865,"ford","三厢轿车","https://www.guazi.com/sh/6b3bf60700a0578cx.htm#fr_page=list&fr_pos=city&fr_no=11",7.6,"2012-07",2,"自动",7.35,27.9
1866,"ford","三厢轿车","https://www.guazi.com/sh/3d08a7210a6d8a26x.htm#fr_page=list&fr_pos=city&fr_no=12",3.04,"2014-01",1.8,"自动",4.76,13.4
1867,"ford","三厢轿车","https://www.guazi.com/sh/eb404f6feafc2139x.htm#fr_page=list&fr_pos=city&fr_no=13",5.65,"2015-03",2,"自动",11.5,22
1868,"ford","三厢轿车","https://www.guazi.com/sh/3bdd60bf7062637fx.htm#fr_page=list&fr_pos=city&fr_no=14",5.3,"2015-01",2,"自动",12.35,26.4
1869,"ford","三厢轿车","https://www.guazi.com/sh/931c844d602ca7cax.htm#fr_page=list&fr_pos=city&fr_no=15",7.71,"2009-04",2.3,"自动",3.6,24.6
1870,"ford","三厢轿车","https://www.guazi.com/sh/930cd517da750945x.htm#fr_page=list&fr_pos=city&fr_no=16",5.72,"2017-01",1.5,"自动",12.5,20.9
1871,"ford","三厢轿车","https://www.guazi.com/sh/b1a7df5c6115de7cx.htm#fr_page=list&fr_pos=city&fr_no=17",3.49,"2016-08",1.5,"手动",5.1,10.5
1872,"ford","三厢轿车","https://www.guazi.com/sh/5fe27cf03d9a089cx.htm#fr_page=list&fr_pos=city&fr_no=18",10.18,"2014-03",1.5,"自动",9.79,20.6
1873,"ford","三厢轿车","https://www.guazi.com/sh/81102aeb55119772x.htm#fr_page=list&fr_pos=city&fr_no=19",6.41,"2012-06",1.6,"手动",3,14.4
1874,"ford","三厢轿车","https://www.guazi.com/sh/95a590532fe370c8x.htm#fr_page=list&fr_pos=city&fr_no=20",9.01,"2009-08",1.8,"自动",2.2,14.6
1875,"ford","三厢轿车","https://www.guazi.com/sh/dd3906033a13f28cx.htm#fr_page=list&fr_pos=city&fr_no=21",5.33,"2016-05",2,"自动",12.6,24.2
1876,"ford","三厢轿车","https://www.guazi.com/sh/f99b95fda021cd50x.htm#fr_page=list&fr_pos=city&fr_no=22",1.72,"2016-05",1.5,"自动",12,20.6
1877,"ford","三厢轿车","https://www.guazi.com/sh/df4fde363b0d5433x.htm#fr_page=list&fr_pos=city&fr_no=23",6.82,"2012-11",2,"手动",4.66,4.87
1878,"ford","三厢轿车","https://www.guazi.com/sh/2538d5c024daca55x.htm#fr_page=list&fr_pos=city&fr_no=24",1,"2017-05",1.6,"自动",8.18,15.1
1879,"ford","三厢轿车","https://www.guazi.com/sh/ff9182f5b0db1c3fx.htm#fr_page=list&fr_pos=city&fr_no=25",2.14,"2012-03",1.8,"自动",4.03,4.24
1880,"ford","三厢轿车","https://www.guazi.com/sh/c6ef317218aa4bf8x.htm#fr_page=list&fr_pos=city&fr_no=26",6.36,"2015-05",1.5,"自动",6.2,13
1881,"ford","三厢轿车","https://www.guazi.com/sh/ae0d45eeb4ec7e24x.htm#fr_page=list&fr_pos=city&fr_no=27",1.73,"2017-09",2,"自动",15.5,26.4
1882,"ford","三厢轿车","https://www.guazi.com/sh/d1b88459cc6327d2x.htm#fr_page=list&fr_pos=city&fr_no=28",5.09,"2016-02",2,"自动",11,24.2
1883,"ford","三厢轿车","https://www.guazi.com/sh/318a026e6c57a115x.htm#fr_page=list&fr_pos=city&fr_no=29",2.35,"2016-11",1.5,"自动",11.65,20.6
1884,"ford","三厢轿车","https://www.guazi.com/sh/c979df5736dabe70x.htm#fr_page=list&fr_pos=city&fr_no=30",1.34,"2013-10",1.5,"自动",4.18,10.7
1885,"ford","三厢轿车","https://www.guazi.com/sh/5f0ea0eda671a17bx.htm#fr_page=list&fr_pos=city&fr_no=31",13.09,"2011-10",2,"自动",5.6,21.7
1886,"ford","三厢轿车","https://www.guazi.com/sh/1ed3b2791a08298cx.htm#fr_page=list&fr_pos=city&fr_no=32",9.54,"2012-04",2,"自动",6.27,21.7
1887,"ford","三厢轿车","https://www.guazi.com/sh/c0147ac6d6bef19cx.htm#fr_page=list&fr_pos=city&fr_no=33",7.85,"2011-05",1.8,"自动",3.3,13.9
1888,"ford","三厢轿车","https://www.guazi.com/sh/8958e882c008b26fx.htm#fr_page=list&fr_pos=city&fr_no=34",4.47,"2015-03",1.5,"手动",4.58,10.5
1889,"ford","三厢轿车","https://www.guazi.com/sh/2b68b79d815f7b5dx.htm#fr_page=list&fr_pos=city&fr_no=35",4.29,"2013-10",1.6,"自动",5.8,15.6
1890,"ford","三厢轿车","https://www.guazi.com/sh/af85efa5e11d7037x.htm#fr_page=list&fr_pos=city&fr_no=36",6.42,"2015-05",2,"自动",11.8,22
1891,"ford","三厢轿车","https://www.guazi.com/sh/7123b29f75774db0x.htm#fr_page=list&fr_pos=city&fr_no=37",4.96,"2015-12",1.6,"自动",6.2,15.6
1892,"ford","三厢轿车","https://www.guazi.com/sh/59bb00aae91521d8x.htm#fr_page=list&fr_pos=city&fr_no=38",8.76,"2014-04",1.5,"自动",10.8,20.6
1893,"ford","三厢轿车","https://www.guazi.com/sh/6804e4d8a0258625x.htm#fr_page=list&fr_pos=city&fr_no=39",11.82,"2013-12",1.5,"手动",3.5,9.8
1894,"ford","三厢轿车","https://www.guazi.com/sh/af4e528aedb6e444x.htm#fr_page=list&fr_pos=city&fr_no=0",3.06,"2016-07",1.5,"自动",11.5,20.6
1895,"ford","三厢轿车","https://www.guazi.com/sh/2f2bcf862a846a82x.htm#fr_page=list&fr_pos=city&fr_no=1",9.19,"2011-03",2.3,"自动",4.5,19.5
1896,"ford","三厢轿车","https://www.guazi.com/sh/ce6f0753f9e543f9x.htm#fr_page=list&fr_pos=city&fr_no=2",8.99,"2011-04",1.8,"手动",2.5,12.5
1897,"ford","三厢轿车","https://www.guazi.com/sh/6ac635eb28e05580x.htm#fr_page=list&fr_pos=city&fr_no=3",4.49,"2015-06",2,"自动",12.16,22
1898,"ford","三厢轿车","https://www.guazi.com/sh/7f592dd172911d12x.htm#fr_page=list&fr_pos=city&fr_no=4",11.92,"2016-02",1.5,"自动",10.45,20.6
1899,"ford","三厢轿车","https://www.guazi.com/sh/9d6d27de3db85d12x.htm#fr_page=list&fr_pos=city&fr_no=5",10.81,"2015-02",2,"自动",11,22
1900,"ford","三厢轿车","https://www.guazi.com/sh/9695f64c4c063f1dx.htm#fr_page=list&fr_pos=city&fr_no=6",6.35,"2016-06",1.6,"手动",5.51,12.4
1901,"ford","三厢轿车","https://www.guazi.com/sh/2e0c4beabc182478x.htm#fr_page=list&fr_pos=city&fr_no=7",5,"2013-01",2,"自动",7,21.7
1902,"ford","三厢轿车","https://www.guazi.com/sh/df34c0b4256b0930x.htm#fr_page=list&fr_pos=city&fr_no=8",4.33,"2015-08",1.5,"自动",5.7,13
1903,"ford","三厢轿车","https://www.guazi.com/sh/c48d6d81dbe98a63x.htm#fr_page=list&fr_pos=city&fr_no=9",4.82,"2015-08",2,"自动",13,24.2
1904,"chevrolet","三厢轿车","https://www.guazi.com/sh/e530cb9dbb3c5f5ax.htm#fr_page=list&fr_pos=city&fr_no=0",2.17,"2016-10",1.5,"自动",10.15,19.5
1905,"chevrolet","三厢轿车","https://www.guazi.com/sh/90897732f04f8098x.htm#fr_page=list&fr_pos=city&fr_no=1",1.66,"2017-04",1.6,"自动",9.8,19
1906,"chevrolet","三厢轿车","https://www.guazi.com/sh/cf0bb0ece7baf142x.htm#fr_page=list&fr_pos=city&fr_no=2",8.42,"2012-02",1.4,"手动",2.3,9.5
1907,"chevrolet","三厢轿车","https://www.guazi.com/sh/d7724675b815b4f1x.htm#fr_page=list&fr_pos=city&fr_no=3",1.67,"2017-12",2.5,"自动",16,27.1
1908,"chevrolet","三厢轿车","https://www.guazi.com/sh/2ad6f003a352897dx.htm#fr_page=list&fr_pos=city&fr_no=4",1.13,"2018-08",1.5,"自动",10.7,18.4
1909,"chevrolet","三厢轿车","https://www.guazi.com/sh/68c62f4fc0ed6be0x.htm#fr_page=list&fr_pos=city&fr_no=5",5.14,"2017-03",2,"自动",10,19.5
1910,"chevrolet","三厢轿车","https://www.guazi.com/sh/4e9d843838351ac7x.htm#fr_page=list&fr_pos=city&fr_no=6",1.63,"2017-09",1.5,"手动",4.95,9.9
1911,"chevrolet","三厢轿车","https://www.guazi.com/sh/f39c2e0c60cd711bx.htm#fr_page=list&fr_pos=city&fr_no=7",16.84,"2012-04",2.4,"自动",6.48,25
1912,"chevrolet","三厢轿车","https://www.guazi.com/sh/e8a20bf72350e81cx.htm#fr_page=list&fr_pos=city&fr_no=8",10.84,"2012-01",1.6,"手动",3.66,13
1913,"chevrolet","三厢轿车","https://www.guazi.com/sh/641ffcd38ecb5300x.htm#fr_page=list&fr_pos=city&fr_no=9",10.12,"2008-09",2,"手动",1.7,16.7
1914,"chevrolet","三厢轿车","https://www.guazi.com/sh/e2f523ccd7e98e6dx.htm#fr_page=list&fr_pos=city&fr_no=10",3.95,"2011-05",1.6,"手动",2.5,13
1915,"chevrolet","三厢轿车","https://www.guazi.com/sh/72ffcc11944db02cx.htm#fr_page=list&fr_pos=city&fr_no=11",3.44,"2016-05",1.5,"自动",13,23.9
1916,"chevrolet","三厢轿车","https://www.guazi.com/sh/e71b4d1a1e6c987bx.htm#fr_page=list&fr_pos=city&fr_no=12",4.16,"2011-06",1.6,"手动",2.8,13.4
1917,"chevrolet","三厢轿车","https://www.guazi.com/sh/a2d044c49ef08b03x.htm#fr_page=list&fr_pos=city&fr_no=13",10.6,"2013-03",1.6,"自动",4.49,13.9
1918,"chevrolet","三厢轿车","https://www.guazi.com/sh/12e5ad20035d570ax.htm#fr_page=list&fr_pos=city&fr_no=14",6.71,"2013-10",2,"自动",6,19.7
1919,"chevrolet","三厢轿车","https://www.guazi.com/sh/42c7f9420de0febcx.htm#fr_page=list&fr_pos=city&fr_no=15",7.41,"2012-05",1.6,"自动",3.5,13.9
1920,"chevrolet","三厢轿车","https://www.guazi.com/sh/f6e20a5d3034a998x.htm#fr_page=list&fr_pos=city&fr_no=16",4.36,"2014-08",2,"自动",7.5,20.3
1921,"chevrolet","三厢轿车","https://www.guazi.com/sh/81438ceb6d53e57ax.htm#fr_page=list&fr_pos=city&fr_no=17",8.05,"2013-03",1.4,"手动",2.6,9.5
1922,"chevrolet","三厢轿车","https://www.guazi.com/sh/9456ff6a13b24b55x.htm#fr_page=list&fr_pos=city&fr_no=18",4.33,"2016-10",1.5,"手动",4.2,8.7
1923,"chevrolet","三厢轿车","https://www.guazi.com/sh/d27766e29c4b3313x.htm#fr_page=list&fr_pos=city&fr_no=19",9.35,"2010-08",1.8,"自动",2.9,16.8
1924,"chevrolet","三厢轿车","https://www.guazi.com/sh/ac49ca9d5887d2e7x.htm#fr_page=list&fr_pos=city&fr_no=20",10.95,"2012-11",2,"自动",6,19.5
1925,"chevrolet","三厢轿车","https://www.guazi.com/sh/c62de6077cce6195x.htm#fr_page=list&fr_pos=city&fr_no=21",4.44,"2015-07",1.5,"自动",6,13.4
1926,"chevrolet","三厢轿车","https://www.guazi.com/sh/50389243827b2dedx.htm#fr_page=list&fr_pos=city&fr_no=22",6.39,"2016-04",1.5,"手动",4.92,10.8
1927,"chevrolet","三厢轿车","https://www.guazi.com/sh/cd2cea603fdeb35dx.htm#fr_page=list&fr_pos=city&fr_no=23",6.21,"2013-12",2,"自动",7.05,19.7
1928,"chevrolet","三厢轿车","https://www.guazi.com/sh/a023050df113ad8ex.htm#fr_page=list&fr_pos=city&fr_no=24",1.37,"2016-08",2,"自动",8.51,19.5
1929,"chevrolet","三厢轿车","https://www.guazi.com/sh/d9b17fe94d43f208x.htm#fr_page=list&fr_pos=city&fr_no=25",8.26,"2016-08",2,"自动",9,19.5
1930,"chevrolet","三厢轿车","https://www.guazi.com/sh/bd371732ff52c4c4x.htm#fr_page=list&fr_pos=city&fr_no=26",7.04,"2014-09",1.6,"手动",4.35,12.5
1931,"chevrolet","三厢轿车","https://www.guazi.com/sh/e05041b59b189201x.htm#fr_page=list&fr_pos=city&fr_no=27",15.08,"2009-11",1.6,"手动",2.5,13
1932,"chevrolet","三厢轿车","https://www.guazi.com/sh/37e6b57d6773224bx.htm#fr_page=list&fr_pos=city&fr_no=28",3.58,"2014-11",2,"自动",8.78,20.3
1933,"chevrolet","三厢轿车","https://www.guazi.com/sh/65b78a7cfa0a786ax.htm#fr_page=list&fr_pos=city&fr_no=29",6.29,"2010-06",1.4,"自动",1.8,9.8
1934,"chevrolet","三厢轿车","https://www.guazi.com/sh/30e7edb0c9d54d87x.htm#fr_page=list&fr_pos=city&fr_no=30",14.74,"2011-11",1.8,"自动",3,15.2
1935,"chevrolet","三厢轿车","https://www.guazi.com/sh/562c1b01b1422186x.htm#fr_page=list&fr_pos=city&fr_no=31",5.36,"2015-01",1.4,"自动",6.46,16.3
1936,"chevrolet","三厢轿车","https://www.guazi.com/sh/182723e788efa4a9x.htm#fr_page=list&fr_pos=city&fr_no=32",10.05,"2010-11",1.6,"手动",3,12.4
1937,"chevrolet","三厢轿车","https://www.guazi.com/sh/8b50d2cc022b0742x.htm#fr_page=list&fr_pos=city&fr_no=33",6.83,"2017-08",1.5,"自动",6.5,10.8
1938,"chevrolet","三厢轿车","https://www.guazi.com/sh/4039d93a06765a18x.htm#fr_page=list&fr_pos=city&fr_no=34",8.71,"2014-09",1.6,"手动",4.5,12.5
1939,"chevrolet","三厢轿车","https://www.guazi.com/sh/3a8befa3561cb85cx.htm#fr_page=list&fr_pos=city&fr_no=35",7.28,"2013-02",1.6,"手动",3.68,12.4
1940,"chevrolet","三厢轿车","https://www.guazi.com/sh/1248ea4b049b09c0x.htm#fr_page=list&fr_pos=city&fr_no=36",4.28,"2015-01",2,"自动",9.29,20.3
1941,"chevrolet","三厢轿车","https://www.guazi.com/sh/b95172ebfb73c8f6x.htm#fr_page=list&fr_pos=city&fr_no=37",4.21,"2014-04",1.4,"手动",2.74,7.6
1942,"chevrolet","三厢轿车","https://www.guazi.com/sh/668373a1a88ca095x.htm#fr_page=list&fr_pos=city&fr_no=38",10.14,"2010-02",1.8,"自动",2.8,16.8
1943,"chevrolet","三厢轿车","https://www.guazi.com/sh/1baee02da7bc1ec8x.htm#fr_page=list&fr_pos=city&fr_no=39",13.65,"2012-07",1.6,"手动",3.4,11.8
1944,"chevrolet","三厢轿车","https://www.guazi.com/sh/743980a53429d668x.htm#fr_page=list&fr_pos=city&fr_no=0",1.56,"2015-12",1.3,"自动",4,7.5
1945,"chevrolet","三厢轿车","https://www.guazi.com/sh/e9f82b77cadbf16cx.htm#fr_page=list&fr_pos=city&fr_no=1",3.55,"2016-02",1.5,"自动",6.17,11.9
